player,team,lg,season,replaced,conference,team_captain
Carmelo Anthony,West,NBA,2007,FALSE,West,N/A
Carlos Boozer,West,NBA,2007,TRUE,West,N/A
Kobe Bryant,West,NBA,2007,FALSE,West,N/A
Tim Duncan,West,NBA,2007,FALSE,West,N/A
Kevin Garnett,West,NBA,2007,FALSE,West,N/A
Josh Howard,West,NBA,2007,FALSE,West,N/A
Allen Iverson,West,NBA,2007,TRUE,West,N/A
Shawn Marion,West,NBA,2007,FALSE,West,N/A
Tracy McGrady,West,NBA,2007,FALSE,West,N/A
Yao Ming,West,NBA,2007,TRUE,West,N/A
Steve Nash,West,NBA,2007,TRUE,West,N/A
Dirk Nowitzki,West,NBA,2007,FALSE,West,N/A
Mehmet Okur,West,NBA,2007,FALSE,West,N/A
Tony Parker,West,NBA,2007,FALSE,West,N/A
Amar'e Stoudemire,West,NBA,2007,FALSE,West,N/A
Gilbert Arenas,East,NBA,2006,FALSE,East,N/A
Chauncey Billups,East,NBA,2006,FALSE,East,N/A
Chris Bosh,East,NBA,2006,FALSE,East,N/A
Vince Carter,East,NBA,2006,FALSE,East,N/A
Richard Hamilton,East,NBA,2006,FALSE,East,N/A
Allen Iverson,East,NBA,2006,FALSE,East,N/A
LeBron James,East,NBA,2006,FALSE,East,N/A
Jermaine O'Neal,East,NBA,2006,TRUE,East,N/A
Shaquille O'Neal,East,NBA,2006,FALSE,East,N/A
Paul Pierce,East,NBA,2006,FALSE,East,N/A
Dwyane Wade,East,NBA,2006,FALSE,East,N/A
Ben Wallace,East,NBA,2006,FALSE,East,N/A
Rasheed Wallace,East,NBA,2006,FALSE,East,N/A
Ray Allen,West,NBA,2006,FALSE,West,N/A
Elton Brand,West,NBA,2006,FALSE,West,N/A
Kobe Bryant,West,NBA,2006,FALSE,West,N/A
Tim Duncan,West,NBA,2006,FALSE,West,N/A
Kevin Garnett,West,NBA,2006,FALSE,West,N/A
Pau Gasol,West,NBA,2006,FALSE,West,N/A
Shawn Marion,West,NBA,2006,FALSE,West,N/A
Tracy McGrady,West,NBA,2006,FALSE,West,N/A
Yao Ming,West,NBA,2006,FALSE,West,N/A
Steve Nash,West,NBA,2006,FALSE,West,N/A
Dirk Nowitzki,West,NBA,2006,FALSE,West,N/A
Tony Parker,West,NBA,2006,FALSE,West,N/A
Gilbert Arenas,East,NBA,2005,FALSE,East,N/A
Vince Carter,East,NBA,2005,FALSE,East,N/A
Grant Hill,East,NBA,2005,FALSE,East,N/A
Zydrunas Ilgauskas,East,NBA,2005,FALSE,East,N/A
Allen Iverson,East,NBA,2005,FALSE,East,N/A
LeBron James,East,NBA,2005,FALSE,East,N/A
Antawn Jamison,East,NBA,2005,FALSE,East,N/A
Jermaine O'Neal,East,NBA,2005,FALSE,East,N/A
Shaquille O'Neal,East,NBA,2005,FALSE,East,N/A
Paul Pierce,East,NBA,2005,FALSE,East,N/A
Dwyane Wade,East,NBA,2005,FALSE,East,N/A
Ben Wallace,East,NBA,2005,FALSE,East,N/A
Ray Allen,West,NBA,2005,FALSE,West,N/A
Kobe Bryant,West,NBA,2005,FALSE,West,N/A
Tim Duncan,West,NBA,2005,FALSE,West,N/A
Kevin Garnett,West,NBA,2005,FALSE,West,N/A
Manu Ginóbili,West,NBA,2005,FALSE,West,N/A
Rashard Lewis,West,NBA,2005,FALSE,West,N/A
Shawn Marion,West,NBA,2005,FALSE,West,N/A
Tracy McGrady,West,NBA,2005,FALSE,West,N/A
Yao Ming,West,NBA,2005,FALSE,West,N/A
Steve Nash,West,NBA,2005,FALSE,West,N/A
Dirk Nowitzki,West,NBA,2005,FALSE,West,N/A
Amar'e Stoudemire,West,NBA,2005,FALSE,West,N/A
Metta World Peace,East,NBA,2004,FALSE,East,N/A
Vince Carter,East,NBA,2004,FALSE,East,N/A
Baron Davis,East,NBA,2004,FALSE,East,N/A
Allen Iverson,East,NBA,2004,FALSE,East,N/A
Jason Kidd,East,NBA,2004,FALSE,East,N/A
Jamaal Magloire,East,NBA,2004,FALSE,East,N/A
Kenyon Martin,East,NBA,2004,FALSE,East,N/A
Tracy McGrady,East,NBA,2004,FALSE,East,N/A
Jermaine O'Neal,East,NBA,2004,FALSE,East,N/A
Paul Pierce,East,NBA,2004,FALSE,East,N/A
Michael Redd,East,NBA,2004,FALSE,East,N/A
Ben Wallace,East,NBA,2004,FALSE,East,N/A
Ray Allen,West,NBA,2004,FALSE,West,N/A
Kobe Bryant,West,NBA,2004,FALSE,West,N/A
Sam Cassell,West,NBA,2004,FALSE,West,N/A
Tim Duncan,West,NBA,2004,FALSE,West,N/A
Steve Francis,West,NBA,2004,FALSE,West,N/A
Kevin Garnett,West,NBA,2004,FALSE,West,N/A
Andrei Kirilenko,West,NBA,2004,FALSE,West,N/A
Brad Miller,West,NBA,2004,FALSE,West,N/A
Yao Ming,West,NBA,2004,FALSE,West,N/A
Dirk Nowitzki,West,NBA,2004,FALSE,West,N/A
Shaquille O'Neal,West,NBA,2004,FALSE,West,N/A
Peja Stojaković,West,NBA,2004,FALSE,West,N/A
Vince Carter,East,NBA,2003,FALSE,East,N/A
Zydrunas Ilgauskas,East,NBA,2003,FALSE,East,N/A
Allen Iverson,East,NBA,2003,FALSE,East,N/A
Michael Jordan,East,NBA,2003,FALSE,East,N/A
Jason Kidd,East,NBA,2003,FALSE,East,N/A
Jamal Mashburn,East,NBA,2003,FALSE,East,N/A
Tracy McGrady,East,NBA,2003,FALSE,East,N/A
Brad Miller,East,NBA,2003,FALSE,East,N/A
Jermaine O'Neal,East,NBA,2003,FALSE,East,N/A
Paul Pierce,East,NBA,2003,FALSE,East,N/A
Antoine Walker,East,NBA,2003,FALSE,East,N/A
Ben Wallace,East,NBA,2003,FALSE,East,N/A
Kobe Bryant,West,NBA,2003,FALSE,West,N/A
Tim Duncan,West,NBA,2003,FALSE,West,N/A
Steve Francis,West,NBA,2003,FALSE,West,N/A
Kevin Garnett,West,NBA,2003,FALSE,West,N/A
Stephon Marbury,West,NBA,2003,FALSE,West,N/A
Shawn Marion,West,NBA,2003,FALSE,West,N/A
Yao Ming,West,NBA,2003,FALSE,West,N/A
Steve Nash,West,NBA,2003,FALSE,West,N/A
Dirk Nowitzki,West,NBA,2003,FALSE,West,N/A
Shaquille O'Neal,West,NBA,2003,FALSE,West,N/A
Gary Payton,West,NBA,2003,FALSE,West,N/A
Peja Stojaković,West,NBA,2003,FALSE,West,N/A
Chris Webber,West,NBA,2003,TRUE,West,N/A
Shareef Abdur-Rahim,East,NBA,2002,FALSE,East,N/A
Ray Allen,East,NBA,2002,FALSE,East,N/A
Vince Carter,East,NBA,2002,TRUE,East,N/A
Baron Davis,East,NBA,2002,FALSE,East,N/A
Allen Iverson,East,NBA,2002,FALSE,East,N/A
Michael Jordan,East,NBA,2002,FALSE,East,N/A
Jason Kidd,East,NBA,2002,FALSE,East,N/A
Tracy McGrady,East,NBA,2002,FALSE,East,N/A
Alonzo Mourning,East,NBA,2002,FALSE,East,N/A
Dikembe Mutombo,East,NBA,2002,FALSE,East,N/A
Jermaine O'Neal,East,NBA,2002,FALSE,East,N/A
Paul Pierce,East,NBA,2002,FALSE,East,N/A
Antoine Walker,East,NBA,2002,FALSE,East,N/A
Elton Brand,West,NBA,2002,FALSE,West,N/A
Kobe Bryant,West,NBA,2002,FALSE,West,N/A
Tim Duncan,West,NBA,2002,FALSE,West,N/A
Steve Francis,West,NBA,2002,FALSE,West,N/A
Kevin Garnett,West,NBA,2002,FALSE,West,N/A
Karl Malone,West,NBA,2002,TRUE,West,N/A
Steve Nash,West,NBA,2002,FALSE,West,N/A
Dirk Nowitzki,West,NBA,2002,FALSE,West,N/A
Shaquille O'Neal,West,NBA,2002,TRUE,West,N/A
Gary Payton,West,NBA,2002,FALSE,West,N/A
Peja Stojaković,West,NBA,2002,FALSE,West,N/A
Wally Szczerbiak,West,NBA,2002,FALSE,West,N/A
Chris Webber,West,NBA,2002,FALSE,West,N/A
Ray Allen,East,NBA,2001,FALSE,East,N/A
Vince Carter,East,NBA,2001,FALSE,East,N/A
Antonio Davis,East,NBA,2001,FALSE,East,N/A
Grant Hill,East,NBA,2001,TRUE,East,N/A
Allan Houston,East,NBA,2001,FALSE,East,N/A
Allen Iverson,East,NBA,2001,FALSE,East,N/A
Stephon Marbury,East,NBA,2001,FALSE,East,N/A
Anthony Mason,East,NBA,2001,FALSE,East,N/A
Tracy McGrady,East,NBA,2001,FALSE,East,N/A
Alonzo Mourning,East,NBA,2001,TRUE,East,N/A
Dikembe Mutombo,East,NBA,2001,FALSE,East,N/A
Theo Ratliff,East,NBA,2001,TRUE,East,N/A
Glenn Robinson,East,NBA,2001,FALSE,East,N/A
Latrell Sprewell,East,NBA,2001,FALSE,East,N/A
Jerry Stackhouse,East,NBA,2001,FALSE,East,N/A
Kobe Bryant,West,NBA,2001,FALSE,West,N/A
Vlade Divac,West,NBA,2001,FALSE,West,N/A
Tim Duncan,West,NBA,2001,FALSE,West,N/A
Michael Finley,West,NBA,2001,FALSE,West,N/A
Kevin Garnett,West,NBA,2001,FALSE,West,N/A
Jason Kidd,West,NBA,2001,FALSE,West,N/A
Karl Malone,West,NBA,2001,FALSE,West,N/A
Antonio McDyess,West,NBA,2001,FALSE,West,N/A
Shaquille O'Neal,West,NBA,2001,TRUE,West,N/A
Gary Payton,West,NBA,2001,FALSE,West,N/A
David Robinson,West,NBA,2001,FALSE,West,N/A
Rasheed Wallace,West,NBA,2001,FALSE,West,N/A
Chris Webber,West,NBA,2001,FALSE,West,N/A
Ray Allen,East,NBA,2000,FALSE,East,N/A
Vince Carter,East,NBA,2000,FALSE,East,N/A
Dale Davis,East,NBA,2000,FALSE,East,N/A
Grant Hill,East,NBA,2000,FALSE,East,N/A
Allan Houston,East,NBA,2000,FALSE,East,N/A
Allen Iverson,East,NBA,2000,FALSE,East,N/A
Eddie Jones,East,NBA,2000,FALSE,East,N/A
Reggie Miller,East,NBA,2000,FALSE,East,N/A
Alonzo Mourning,East,NBA,2000,FALSE,East,N/A
Dikembe Mutombo,East,NBA,2000,FALSE,East,N/A
Glenn Robinson,East,NBA,2000,FALSE,East,N/A
Jerry Stackhouse,East,NBA,2000,FALSE,East,N/A
Kobe Bryant,West,NBA,2000,FALSE,West,N/A
Tim Duncan,West,NBA,2000,FALSE,West,N/A
Michael Finley,West,NBA,2000,FALSE,West,N/A
Kevin Garnett,West,NBA,2000,FALSE,West,N/A
Jason Kidd,West,NBA,2000,FALSE,West,N/A
Karl Malone,West,NBA,2000,FALSE,West,N/A
Shaquille O'Neal,West,NBA,2000,FALSE,West,N/A
Gary Payton,West,NBA,2000,FALSE,West,N/A
David Robinson,West,NBA,2000,FALSE,West,N/A
John Stockton,West,NBA,2000,FALSE,West,N/A
Rasheed Wallace,West,NBA,2000,FALSE,West,N/A
Chris Webber,West,NBA,2000,FALSE,West,N/A
Anfernee Hardaway,East,NBA,1998,FALSE,East,N/A
Tim Hardaway,East,NBA,1998,FALSE,East,N/A
Grant Hill,East,NBA,1998,FALSE,East,N/A
Michael Jordan,East,NBA,1998,FALSE,East,N/A
Shawn Kemp,East,NBA,1998,FALSE,East,N/A
Reggie Miller,East,NBA,1998,FALSE,East,N/A
Dikembe Mutombo,East,NBA,1998,FALSE,East,N/A
Glen Rice,East,NBA,1998,FALSE,East,N/A
Steve Smith,East,NBA,1998,FALSE,East,N/A
Rik Smits,East,NBA,1998,FALSE,East,N/A
Antoine Walker,East,NBA,1998,FALSE,East,N/A
Jayson Williams,East,NBA,1998,FALSE,East,N/A
Vin Baker,West,NBA,1998,FALSE,West,N/A
Kobe Bryant,West,NBA,1998,FALSE,West,N/A
Tim Duncan,West,NBA,1998,FALSE,West,N/A
Kevin Garnett,West,NBA,1998,FALSE,West,N/A
Eddie Jones,West,NBA,1998,FALSE,West,N/A
Jason Kidd,West,NBA,1998,FALSE,West,N/A
Karl Malone,West,NBA,1998,FALSE,West,N/A
Shaquille O'Neal,West,NBA,1998,FALSE,West,N/A
Gary Payton,West,NBA,1998,FALSE,West,N/A
Mitch Richmond,West,NBA,1998,FALSE,West,N/A
David Robinson,West,NBA,1998,FALSE,West,N/A
Nick Van Exel,West,NBA,1998,FALSE,West,N/A
Vin Baker,East,NBA,1997,FALSE,East,N/A
Terrell Brandon,East,NBA,1997,FALSE,East,N/A
Joe Dumars,East,NBA,1997,FALSE,East,N/A
Patrick Ewing,East,NBA,1997,TRUE,East,N/A
Anfernee Hardaway,East,NBA,1997,FALSE,East,N/A
Tim Hardaway,East,NBA,1997,FALSE,East,N/A
Grant Hill,East,NBA,1997,FALSE,East,N/A
Michael Jordan,East,NBA,1997,FALSE,East,N/A
Christian Laettner,East,NBA,1997,FALSE,East,N/A
Alonzo Mourning,East,NBA,1997,TRUE,East,N/A
Dikembe Mutombo,East,NBA,1997,FALSE,East,N/A
Scottie Pippen,East,NBA,1997,FALSE,East,N/A
Glen Rice,East,NBA,1997,FALSE,East,N/A
Chris Webber,East,NBA,1997,FALSE,East,N/A
Charles Barkley,West,NBA,1997,TRUE,West,N/A
Clyde Drexler,West,NBA,1997,TRUE,West,N/A
Kevin Garnett,West,NBA,1997,FALSE,West,N/A
Chris Gatling,West,NBA,1997,FALSE,West,N/A
Tom Gugliotta,West,NBA,1997,FALSE,West,N/A
Eddie Jones,West,NBA,1997,FALSE,West,N/A
Shawn Kemp,West,NBA,1997,FALSE,West,N/A
Karl Malone,West,NBA,1997,FALSE,West,N/A
Hakeem Olajuwon,West,NBA,1997,FALSE,West,N/A
Shaquille O'Neal,West,NBA,1997,TRUE,West,N/A
Gary Payton,West,NBA,1997,FALSE,West,N/A
Mitch Richmond,West,NBA,1997,FALSE,West,N/A
Detlef Schrempf,West,NBA,1997,FALSE,West,N/A
Latrell Sprewell,West,NBA,1997,FALSE,West,N/A
John Stockton,West,NBA,1997,FALSE,West,N/A
Vin Baker,East,NBA,1996,FALSE,East,N/A
Terrell Brandon,East,NBA,1996,FALSE,East,N/A
Patrick Ewing,East,NBA,1996,FALSE,East,N/A
Anfernee Hardaway,East,NBA,1996,FALSE,East,N/A
Grant Hill,East,NBA,1996,FALSE,East,N/A
Juwan Howard,East,NBA,1996,FALSE,East,N/A
Michael Jordan,East,NBA,1996,FALSE,East,N/A
Reggie Miller,East,NBA,1996,FALSE,East,N/A
Alonzo Mourning,East,NBA,1996,FALSE,East,N/A
Shaquille O'Neal,East,NBA,1996,FALSE,East,N/A
Scottie Pippen,East,NBA,1996,FALSE,East,N/A
Glen Rice,East,NBA,1996,FALSE,East,N/A
Charles Barkley,West,NBA,1996,FALSE,West,N/A
Clyde Drexler,West,NBA,1996,FALSE,West,N/A
Sean Elliott,West,NBA,1996,FALSE,West,N/A
Shawn Kemp,West,NBA,1996,FALSE,West,N/A
Jason Kidd,West,NBA,1996,FALSE,West,N/A
Karl Malone,West,NBA,1996,FALSE,West,N/A
Dikembe Mutombo,West,NBA,1996,FALSE,West,N/A
Hakeem Olajuwon,West,NBA,1996,FALSE,West,N/A
Gary Payton,West,NBA,1996,FALSE,West,N/A
Mitch Richmond,West,NBA,1996,FALSE,West,N/A
David Robinson,West,NBA,1996,FALSE,West,N/A
John Stockton,West,NBA,1996,FALSE,West,N/A
Vin Baker,East,NBA,1995,FALSE,East,N/A
Dana Barros,East,NBA,1995,FALSE,East,N/A
Joe Dumars,East,NBA,1995,FALSE,East,N/A
Patrick Ewing,East,NBA,1995,FALSE,East,N/A
Anfernee Hardaway,East,NBA,1995,FALSE,East,N/A
Grant Hill,East,NBA,1995,FALSE,East,N/A
Tyrone Hill,East,NBA,1995,FALSE,East,N/A
Larry Johnson,East,NBA,1995,FALSE,East,N/A
Reggie Miller,East,NBA,1995,FALSE,East,N/A
Alonzo Mourning,East,NBA,1995,FALSE,East,N/A
Shaquille O'Neal,East,NBA,1995,FALSE,East,N/A
Scottie Pippen,East,NBA,1995,FALSE,East,N/A
Charles Barkley,West,NBA,1995,FALSE,West,N/A
Cedric Ceballos,West,NBA,1995,TRUE,West,N/A
Shawn Kemp,West,NBA,1995,FALSE,West,N/A
Dan Majerle,West,NBA,1995,FALSE,West,N/A
Karl Malone,West,NBA,1995,FALSE,West,N/A
Dikembe Mutombo,West,NBA,1995,FALSE,West,N/A
Hakeem Olajuwon,West,NBA,1995,FALSE,West,N/A
Gary Payton,West,NBA,1995,FALSE,West,N/A
Mitch Richmond,West,NBA,1995,FALSE,West,N/A
David Robinson,West,NBA,1995,FALSE,West,N/A
Detlef Schrempf,West,NBA,1995,FALSE,West,N/A
Latrell Sprewell,West,NBA,1995,FALSE,West,N/A
John Stockton,West,NBA,1995,FALSE,West,N/A
Kenny Anderson,East,NBA,1994,FALSE,East,N/A
B.J. Armstrong,East,NBA,1994,FALSE,East,N/A
Mookie Blaylock,East,NBA,1994,FALSE,East,N/A
Derrick Coleman,East,NBA,1994,FALSE,East,N/A
Patrick Ewing,East,NBA,1994,FALSE,East,N/A
Horace Grant,East,NBA,1994,FALSE,East,N/A
Alonzo Mourning,East,NBA,1994,TRUE,East,N/A
Charles Oakley,East,NBA,1994,FALSE,East,N/A
Shaquille O'Neal,East,NBA,1994,FALSE,East,N/A
Scottie Pippen,East,NBA,1994,FALSE,East,N/A
Mark Price,East,NBA,1994,FALSE,East,N/A
John Starks,East,NBA,1994,FALSE,East,N/A
Dominique Wilkins,East,NBA,1994,FALSE,East,N/A
Charles Barkley,West,NBA,1994,TRUE,West,N/A
Clyde Drexler,West,NBA,1994,FALSE,West,N/A
Kevin Johnson,West,NBA,1994,FALSE,West,N/A
Shawn Kemp,West,NBA,1994,FALSE,West,N/A
Karl Malone,West,NBA,1994,FALSE,West,N/A
Danny Manning,West,NBA,1994,FALSE,West,N/A
Hakeem Olajuwon,West,NBA,1994,FALSE,West,N/A
Gary Payton,West,NBA,1994,FALSE,West,N/A
Mitch Richmond,West,NBA,1994,FALSE,West,N/A
Clifford Robinson,West,NBA,1994,FALSE,West,N/A
David Robinson,West,NBA,1994,FALSE,West,N/A
Latrell Sprewell,West,NBA,1994,FALSE,West,N/A
John Stockton,West,NBA,1994,FALSE,West,N/A
Brad Daugherty,East,NBA,1993,FALSE,East,N/A
Joe Dumars,East,NBA,1993,FALSE,East,N/A
Patrick Ewing,East,NBA,1993,FALSE,East,N/A
Larry Johnson,East,NBA,1993,FALSE,East,N/A
Michael Jordan,East,NBA,1993,FALSE,East,N/A
Larry Nance,East,NBA,1993,FALSE,East,N/A
Shaquille O'Neal,East,NBA,1993,FALSE,East,N/A
Scottie Pippen,East,NBA,1993,FALSE,East,N/A
Mark Price,East,NBA,1993,FALSE,East,N/A
Detlef Schrempf,East,NBA,1993,FALSE,East,N/A
Isiah Thomas,East,NBA,1993,FALSE,East,N/A
Dominique Wilkins,East,NBA,1993,FALSE,East,N/A
Charles Barkley,West,NBA,1993,FALSE,West,N/A
Clyde Drexler,West,NBA,1993,FALSE,West,N/A
Sean Elliott,West,NBA,1993,FALSE,West,N/A
Tim Hardaway,West,NBA,1993,FALSE,West,N/A
Shawn Kemp,West,NBA,1993,FALSE,West,N/A
Dan Majerle,West,NBA,1993,FALSE,West,N/A
Karl Malone,West,NBA,1993,FALSE,West,N/A
Danny Manning,West,NBA,1993,FALSE,West,N/A
Chris Mullin,West,NBA,1993,TRUE,West,N/A
Hakeem Olajuwon,West,NBA,1993,FALSE,West,N/A
Terry Porter,West,NBA,1993,FALSE,West,N/A
Mitch Richmond,West,NBA,1993,TRUE,West,N/A
David Robinson,West,NBA,1993,FALSE,West,N/A
John Stockton,West,NBA,1993,FALSE,West,N/A
Michael Adams,East,NBA,1992,FALSE,East,N/A
Charles Barkley,East,NBA,1992,FALSE,East,N/A
Larry Bird,East,NBA,1992,TRUE,East,N/A
Brad Daugherty,East,NBA,1992,FALSE,East,N/A
Joe Dumars,East,NBA,1992,FALSE,East,N/A
Patrick Ewing,East,NBA,1992,FALSE,East,N/A
Michael Jordan,East,NBA,1992,FALSE,East,N/A
Reggie Lewis,East,NBA,1992,FALSE,East,N/A
Scottie Pippen,East,NBA,1992,FALSE,East,N/A
Mark Price,East,NBA,1992,FALSE,East,N/A
Dennis Rodman,East,NBA,1992,FALSE,East,N/A
Isiah Thomas,East,NBA,1992,FALSE,East,N/A
Dominique Wilkins,East,NBA,1992,TRUE,East,N/A
Kevin Willis,East,NBA,1992,FALSE,East,N/A
Clyde Drexler,West,NBA,1992,FALSE,West,N/A
Tim Hardaway,West,NBA,1992,FALSE,West,N/A
Jeff Hornacek,West,NBA,1992,FALSE,West,N/A
Magic Johnson,West,NBA,1992,FALSE,West,N/A
Dan Majerle,West,NBA,1992,FALSE,West,N/A
Karl Malone,West,NBA,1992,FALSE,West,N/A
Chris Mullin,West,NBA,1992,FALSE,West,N/A
Dikembe Mutombo,West,NBA,1992,FALSE,West,N/A
Hakeem Olajuwon,West,NBA,1992,FALSE,West,N/A
David Robinson,West,NBA,1992,FALSE,West,N/A
John Stockton,West,NBA,1992,FALSE,West,N/A
Otis Thorpe,West,NBA,1992,FALSE,West,N/A
James Worthy,West,NBA,1992,FALSE,West,N/A
Charles Barkley,East,NBA,1991,FALSE,East,N/A
Larry Bird,East,NBA,1991,TRUE,East,N/A
Brad Daugherty,East,NBA,1991,FALSE,East,N/A
Joe Dumars,East,NBA,1991,FALSE,East,N/A
Patrick Ewing,East,NBA,1991,FALSE,East,N/A
Hersey Hawkins,East,NBA,1991,FALSE,East,N/A
Michael Jordan,East,NBA,1991,FALSE,East,N/A
Bernard King,East,NBA,1991,FALSE,East,N/A
Kevin McHale,East,NBA,1991,FALSE,East,N/A
Robert Parish,East,NBA,1991,FALSE,East,N/A
Ricky Pierce,East,NBA,1991,FALSE,East,N/A
Alvin Robertson,East,NBA,1991,FALSE,East,N/A
Isiah Thomas,East,NBA,1991,TRUE,East,N/A
Dominique Wilkins,East,NBA,1991,FALSE,East,N/A
Tom Chambers,West,NBA,1991,FALSE,West,N/A
Clyde Drexler,West,NBA,1991,FALSE,West,N/A
Kevin Duckworth,West,NBA,1991,FALSE,West,N/A
Tim Hardaway,West,NBA,1991,FALSE,West,N/A
Kevin Johnson,West,NBA,1991,FALSE,West,N/A
Magic Johnson,West,NBA,1991,FALSE,West,N/A
Karl Malone,West,NBA,1991,FALSE,West,N/A
Chris Mullin,West,NBA,1991,FALSE,West,N/A
Terry Porter,West,NBA,1991,FALSE,West,N/A
David Robinson,West,NBA,1991,FALSE,West,N/A
John Stockton,West,NBA,1991,FALSE,West,N/A
James Worthy,West,NBA,1991,FALSE,West,N/A
Charles Barkley,East,NBA,1990,FALSE,East,N/A
Larry Bird,East,NBA,1990,FALSE,East,N/A
Joe Dumars,East,NBA,1990,FALSE,East,N/A
Patrick Ewing,East,NBA,1990,FALSE,East,N/A
Michael Jordan,East,NBA,1990,FALSE,East,N/A
Kevin McHale,East,NBA,1990,FALSE,East,N/A
Reggie Miller,East,NBA,1990,FALSE,East,N/A
Robert Parish,East,NBA,1990,FALSE,East,N/A
Scottie Pippen,East,NBA,1990,FALSE,East,N/A
Dennis Rodman,East,NBA,1990,FALSE,East,N/A
Isiah Thomas,East,NBA,1990,FALSE,East,N/A
Dominique Wilkins,East,NBA,1990,FALSE,East,N/A
Rolando Blackman,West,NBA,1990,FALSE,West,N/A
Tom Chambers,West,NBA,1990,FALSE,West,N/A
Clyde Drexler,West,NBA,1990,FALSE,West,N/A
A.C. Green,West,NBA,1990,FALSE,West,N/A
Kevin Johnson,West,NBA,1990,FALSE,West,N/A
Magic Johnson,West,NBA,1990,FALSE,West,N/A
Fat Lever,West,NBA,1990,FALSE,West,N/A
Karl Malone,West,NBA,1990,TRUE,West,N/A
Chris Mullin,West,NBA,1990,FALSE,West,N/A
Hakeem Olajuwon,West,NBA,1990,FALSE,West,N/A
David Robinson,West,NBA,1990,FALSE,West,N/A
John Stockton,West,NBA,1990,FALSE,West,N/A
James Worthy,West,NBA,1990,FALSE,West,N/A
Charles Barkley,East,NBA,1989,FALSE,East,N/A
Terry Cummings,East,NBA,1989,FALSE,East,N/A
Brad Daugherty,East,NBA,1989,FALSE,East,N/A
Patrick Ewing,East,NBA,1989,FALSE,East,N/A
Mark Jackson,East,NBA,1989,FALSE,East,N/A
Michael Jordan,East,NBA,1989,FALSE,East,N/A
Moses Malone,East,NBA,1989,FALSE,East,N/A
Kevin McHale,East,NBA,1989,FALSE,East,N/A
Larry Nance,East,NBA,1989,FALSE,East,N/A
Mark Price,East,NBA,1989,FALSE,East,N/A
Isiah Thomas,East,NBA,1989,FALSE,East,N/A
Dominique Wilkins,East,NBA,1989,FALSE,East,N/A
Kareem Abdul-Jabbar,West,NBA,1989,FALSE,West,N/A
Tom Chambers,West,NBA,1989,FALSE,West,N/A
Clyde Drexler,West,NBA,1989,FALSE,West,N/A
Kevin Duckworth,West,NBA,1989,FALSE,West,N/A
Mark Eaton,West,NBA,1989,FALSE,West,N/A
Dale Ellis,West,NBA,1989,FALSE,West,N/A
Alex English,West,NBA,1989,FALSE,West,N/A
Magic Johnson,West,NBA,1989,TRUE,West,N/A
Karl Malone,West,NBA,1989,FALSE,West,N/A
Chris Mullin,West,NBA,1989,FALSE,West,N/A
Hakeem Olajuwon,West,NBA,1989,FALSE,West,N/A
John Stockton,West,NBA,1989,FALSE,West,N/A
James Worthy,West,NBA,1989,FALSE,West,N/A
Danny Ainge,East,NBA,1988,FALSE,East,N/A
Charles Barkley,East,NBA,1988,FALSE,East,N/A
Larry Bird,East,NBA,1988,FALSE,East,N/A
